Isotope,Energy (keV),XS (mb),Compound
00Cu,1442.9,5.307,65Cu
00Cu,1391.5,5.054,63Cu
00Cu,2081.3,5.054,63Cu
00Cu,1246.1,5.054,63Cu
00Cu,2336.4,4.802,63Cu
00Cu,644.5,4.802,Cu
00Cu,413.9,4.802,Cu
00Cu,992.0,4.549,65Cu
00Cu,2496.9,4.549,63Cu
00Cu,765.7,4.296,63Cu
00Cu,2095.0,4.044,65Cu
00Cu,1013.5,4.044,Cu
00Cu,440.4,4.044,23Na
00Cu,924.5,3.791,63Cu
00Cu,686.3,3.538,Cu
00Cu,1178.7,3.538,63Cu
00Cu,742.4,3.538,63Cu
00Cu,625.3,3.033,65Cu
00Cu,754.2,2.78,63Cu
00Cu,2535.0,2.527,63Cu
00Cu,2511.7,2.527,63Cu
00Cu,609.6,2.527,65Cu
00Cu,2091.8,2.527,63Cu
00Cu,470.1,2.274,65Cu
00Cu,2329.6,2.148,65Cu
00Cu,1558.2,2.022,65Cu
00Cu,1965.4,2.022,Cu
00Cu,2025.7,1.769,63Cu
00Cu,2902.2,1.769,Cu
00Cu,1292.3,1.769,65Cu
00Cu,2858.0,1.643,63Cu
00Cu,2716.2,1.516,63Cu
00Cu,1897.9,1.516,Cu
00Cu,1617.5,1.516,Cu
00Cu,1342.5,1.516,63Cu
00Cu,2871.7,1.516,Cu
00Cu,534.5,1.516,63Cu
00Cu,1637.2,1.516,65Cu
00Cu,2062.0,1.516,63Cu
00Cu,1374.7,1.39,63Cu
00Cu,2212.3,1.39,65Cu
00Cu,1879.3,1.39,63Cu
00Cu,2112.0,1.39,63Cu
00Cu,1077.6,1.264,63Cu
00Cu,2106.8,1.264,65Cu
00Cu,1436.6,1.264,63Cu
00Cu,1926.6,1.264,63Cu
00Cu,1997.0,1.137,Cu
00Cu,1984.9,1.137,Cu
00Cu,2808.0,1.137,63Cu
00Cu,2187.9,1.137,63Cu
00Cu,2627.3,1.137,Cu
00Cu,3044.6,1.137,63Cu
00Cu,852.7,1.137,65Cu
00Cu,2780.3,1.011,63Cu
00Cu,1827.0,1.011,63Cu
00Cu,1573.3,1.011,63Cu
00Cu,1357.9,1.011,Cu
00Cu,1099.9,1.011,63Cu
00Cu,1955.4,0.885,Cu
00Cu,1584.9,0.885,Cu
00Cu,2979.0,0.885,63Cu
00Cu,3033.1,0.885,63Cu
00Cu,2467.0,0.758,Cu
00Cu,1846.4,0.758,Cu
00Cu,525.0,0.758,63Ni
00Cu,3264.6,0.758,Cu
00Cu,944.4,0.632,63Ni
00Cu,1801.7,0.505,Cu
00Zn,991.5,243.36,64Zn
00Zn,991.5,243.36,Zn
00Zn,1039.2,138.715,66Zn
00Zn,1077.35,82.742,68Zn
00Zn,808.0,45.022,64Zn
00Zn,833.35,41.371,66Zn
00Zn,1799.9,15.088,Zn
00Zn,1799.9,15.088,64Zn
00Zn,1315.2,12.655,64Zn
00Zn,184.7,12.168,67Zn
00Zn,805.7,10.951,68Zn
00Zn,1883.09,9.978,68Zn
00Zn,159.3,9.248,64Cu
00Zn,918.7,8.761,64Zn
00Zn,300.2,8.274,67Zn
00Zn,604.8,7.788,67Zn
00Zn,578.5,7.544,68Zn
00Zn,2007.0,7.057,Zn
00Zn,1411.8,6.814,66Zn
00Zn,1787.5,6.327,66Zn
00Zn,1261.4,6.327,68Zn
00Zn,202.9,6.327,64Cu
00Zn,1340.3,6.084,68Zn
00Zn,1673.5,4.867,68Zn
00Zn,278.3,4.867,64Cu
00Zn,885.7,4.624,70Zn
00Zn,1617.9,4.38,64Zn
00Zn,815.1,4.137,Zn
00Zn,937.0,3.894,64Zn
00Zn,1407.1,3.894,64Zn
00Zn,1333.4,3.65,66Zn
00Zn,1745.1,3.65,64Zn
00Zn,2103.7,3.407,Zn
00Zn,1126.6,3.164,Zn
00Zn,1180.7,2.92,64Zn
00Zn,393.9,2.92,67Zn
00Zn,2270.7,2.434,64Zn
00Zn,208.8,2.434,67Zn
00Zn,2305.2,2.19,64Zn
00Zn,2780.6,2.19,66Zn
00Zn,2467.2,1.947,Zn
00Zn,586.1,1.947,67Zn
00Zn,1899.4,1.947,66Zn
00Zn,2014.6,1.825,64Zn
00Zn,212.0,1.704,64Cu
00Zn,1206.4,1.704,64Zn
00Zn,1987.4,1.704,Zn
00Zn,770.1,1.46,Zn
00Zn,2209.3,1.46,64Zn
00Zn,1570.4,1.217,Zn
00Zn,2377.8,1.217,Zn
00Zn,1726.2,1.217,Zn
00Zn,1516.8,1.217,Zn
00Zn,2086.6,1.095,64Zn
00Zn,627.9,1.095,66Zn
00Zn,467.4,1.095,64Cu
00Zn,2195.2,0.973,64Zn
00Zn,1387.0,0.973,64Zn
00Zn,282.8,0.852,Zn
00Zn,1758.8,0.852,Zn
00Zn,343.6,0.852,64Cu
00Zn,2172.8,0.73,66Zn
00Zn,365.0,0.487,Zn
00Ga,574.1,126.36,69Ga
00Ga,487.34,109.933,71Ga
00Ga,318.6,94.77,69Ga
00Ga,511.5,84.661,71Ga
00Ga,389.8,54.335,71Ga
00Ga,1106.7,50.544,69Ga
00Ga,871.8,46.753,69Ga
00Ga,910.2,29.063,71Ga
00Ga,1336.0,25.272,69Ga
00Ga,964.5,22.745,71Ga
00Ga,709.3,15.163,69Ga
00Ga,619.9,15.163,71Ga
00Ga,121.5,8.34,71Ga
00Ga,1487.9,7.834,69Ga
00Ga,596.2,7.582,71Ga
00Ga,1190.2,7.582,71Ga
00Ga,1474.4,7.329,Ga
00Ga,453.2,7.203,69Ga
00Ga,2006.7,6.571,71Ga
00Ga,1207.4,6.571,69Ga
00Ga,1011.3,5.813,71Ga
00Ga,385.7,5.686,71Ga
00Ga,635.6,5.181,Ga
00Ga,914.2,5.054,69Ga
00Ga,1394.9,4.802,71Ga
00Ga,1028.1,4.802,69Ga
00Ga,2023.2,4.044,69Ga
00Ga,381.4,3.917,69Ga
00Ga,1890.1,3.917,69Ga
00Ga,1719.8,3.538,71Ga
00Ga,988.8,3.412,71Ga
00Ga,1051.0,3.285,69Ga
00Ga,1234.4,3.285,71Ga
00Ga,2042.3,3.159,69Ga
00Ga,1525.8,3.033,69Ga
00Ga,553.2,2.78,69Ga
00Ga,1903.8,2.654,71Ga
00Ga,1213.2,2.527,Ga
00Ga,1349.7,2.527,69Ga
00Ga,762.0,2.401,69Ga
00Ga,155.1,2.274,Ga
00Ga,418.8,2.274,69Ga
00Ga,1264.3,2.274,Ga
00Ga,1119.7,2.148,71Ga
00Ga,1148.8,2.148,69Ga
00Ga,1503.4,2.148,Ga
00Ga,1723.8,2.022,69Ga
00Ga,1971.9,2.022,Ga
00Ga,1571.8,1.769,69Ga
00Ga,1928.9,1.769,Ga
00Ga,587.2,1.769,69Ga
00Ga,1699.5,1.769,Ga
00Ga,1136.8,1.643,Ga
00Ga,787.2,1.643,69Ga
00Ga,1171.5,1.643,Ga
00Ga,753.6,1.643,71Ga
00Ga,2250.0,1.516,Ga
00Ga,2199.0,1.516,69Ga
00Ga,1242.4,1.516,71Ga
00Ga,234.8,1.516,69Ga
00Ga,746.0,1.516,Ga
00Ga,1455.0,1.39,69Ga
00Ga,977.0,1.264,Ga
00Ga,1085.3,1.2,Ga
00Ga,2482.0,1.137,69Ga
00Ga,1593.3,1.137,Ga
00Ga,666.6,1.074,71Ga
00Ga,938.9,1.011,69Ga
00Ga,1418.0,0.948,Ga
00Ga,1404.1,0.948,69Ga
00Ga,1632.1,0.885,71Ga
00Ga,2120.7,0.758,Ga
00Ga,1380.9,0.758,Ga
00Ga,1772.6,0.569,Ga
00Ga,1005.3,0.569,71Ga
00Ga,228.9,0.569,69Ga
00Ga,1309.5,0.442,Ga
00Ga,1536.2,0.379,Ga
00Ga,0.0,0.0,71Ga
00Ge,595.88,505.44,74Ge
00Ge,834.03,181.958,72Ge
00Ge,1039.48,161.741,70Ge
00Ge,562.89,101.088,76Ge
00Ge,743.25,101.088,70Ge
00Ge,608.4,80.87,74Ge
00Ge,629.92,65.707,72Ge
00Ge,867.92,50.544,74Ge
00Ge,1204.3,39.424,74Ge
00Ge,175.47,32.854,70Ge
00Ge,894.33,25.272,72Ge
00Ge,1101.3,23.25,74Ge
00Ge,668.21,22.745,70Ge
00Ge,826.2,21.734,Ge
00Ge,492.93,20.218,74Ge
00Ge,886.98,19.712,74Ge
00Ge,284.8,17.185,73Ge
00Ge,545.49,15.669,76Ge
00Ge,1707.8,15.669,70Ge
00Ge,1108.0,12.636,76Ge
00Ge,1463.7,12.131,72Ge
00Ge,1940.7,10.614,74Ge
00Ge,1522.4,10.614,70Ge
00Ge,658.8,9.603,Ge
00Ge,325.85,9.603,73Ge
00Ge,776.6,9.603,Ge
00Ge,430.6,9.098,76Ge
00Ge,297.28,8.592,73Ge
00Ge,961.1,8.592,74Ge
00Ge,1293.4,8.087,116In
00Ge,1050.5,7.582,72Ge
00Ge,531.1,7.076,Ge
00Ge,993.4,5.56,74Ge
00Ge,1710.8,5.56,72Ge
00Ge,799.0,5.56,Ge
00Ge,388.2,5.054,Ge
00Ge,975.9,5.054,76Ge
00Ge,2237.0,4.802,Ge
00Ge,1131.5,4.549,Ge
00Ge,1471.6,4.549,Ge
00Ge,1230.3,4.549,72Ge
00Ge,940.4,4.549,Ge
00Ge,785.5,4.549,72Ge
00Ge,1193.6,4.296,Ge
00Ge,2690.7,4.296,Ge
00Ge,999.7,4.044,74Ge
00Ge,2202.5,4.044,72Ge
00Ge,2004.6,4.044,Ge
00Ge,2071.2,4.044,Ge
00Ge,1489.2,4.044,74Ge
00Ge,2197.2,4.044,74Ge
00Ge,763.4,3.791,Ge
00Ge,701.3,3.791,74Ge
00Ge,1412.3,3.791,70Ge
00Ge,1332.6,3.538,Ge
00Ge,906.5,3.538,Ge
00Ge,1063.3,3.538,Ge
00Ge,771.9,3.285,72Ge
00Ge,2213.8,3.033,Ge
00Ge,340.0,3.033,Ge
00Ge,2582.7,3.033,72Ge
00Ge,1495.2,3.033,70Ge
00Ge,2277.3,3.033,Ge
00Ge,233.2,2.78,Ge
00Ge,3033.0,2.527,Ge
00Ge,2156.3,2.527,Ge
00Ge,1920.8,2.527,72Ge
00Ge,645.9,2.527,Ge
00Ge,2116.6,2.527,72Ge
00Ge,735.3,2.274,74Ge
00Ge,1569.5,2.274,74Ge
00Ge,2352.3,2.274,74Ge
00Ge,2402.5,2.274,72Ge
00Ge,808.8,2.022,Ge
00Ge,2105.3,2.022,72Ge
00Ge,335.7,1.769,72Ge
00Ge,1669.3,1.769,Ge
00Ge,1602.6,1.769,74Ge
00Ge,1510.3,1.769,74Ge
00Ge,2343.8,1.769,Ge
00Ge,2787.1,1.769,Ge
00Ge,2129.7,1.516,Ge
00Ge,1337.4,1.516,Ge
00Ge,2110.3,1.516,72Ge
00Ge,1348.3,1.516,76Ge
00Ge,1724.6,1.516,Ge
00Ge,1676.4,1.516,Ge
00Ge,1482.3,1.516,72Ge
00Ge,1398.6,1.516,Ge
00Ge,264.2,1.264,72Ge
00Ge,1697.6,1.264,Ge
00Ge,1085.3,1.264,Ge
00Ge,1429.6,1.264,Ge
00Ge,1301.8,1.264,Ge
00Ge,3093.5,1.264,72Ge
00Ge,2139.5,1.011,Ge
00Ge,1178.8,1.011,Ge
00Ge,1383.5,1.011,Ge
00Ge,1249.26,0.758,Ge
00As,279.49,631.8,75As
00As,264.65,423.306,75As
00As,198.6,259.038,75As
00As,136.2,214.812,75As
00As,572.52,183.222,75As
00As,864.56,94.77,75As
00As,468.9,88.452,75As
00As,121.3,82.134,75As
00As,821.83,75.816,75As
00As,419.09,75.816,75As
00As,400.74,41.699,75As
00As,303.91,37.276,75As
00As,643.23,36.013,75As
00As,153.4,31.59,75As
00As,798.12,31.59,75As
00As,606.79,25.272,75As
00As,1021.15,23.377,75As
00As,617.7,22.745,75As
00As,1075.35,20.849,75As
00As,815.8,20.218,75As
00As,815.8,20.218,75As
00As,784.63,17.69,75As
00As,740.2,17.69,75As
00As,1045.04,15.795,75As
00As,1303.6,15.795,75As
00As,1200.51,13.268,75As
00As,542.45,13.268,75As
00As,1350.9,11.372,75As
00As,1372.2,11.372,75As
00As,353.2,10.109,75As
00As,459.8,10.109,75As
00As,313.8,9.477,75As
00As,1422.7,8.845,75As
00As,1142.92,8.845,75As
00As,893.1,8.213,75As
00As,622.0,8.213,75As
00As,241.9,8.213,75As
00As,735.6,7.582,75As
00As,1432.8,7.582,75As
00As,1128.73,7.582,75As
00As,1006.2,6.318,75As
00As,1607.4,5.686,75As
00As,948.4,5.37,75As
00As,667.4,5.054,75As
00As,1310.7,4.738,75As
00As,235.6,4.423,75As
00As,338.8,4.107,75As
00As,1030.9,4.107,75As
00As,1409.2,3.791,75As
00As,550.3,3.791,75As
00As,661.8,3.791,75As
00As,1689.6,3.475,75As
00As,764.3,3.475,75As
00As,1102.0,2.843,75As
00As,909.9,2.843,75As
00As,1541.9,2.527,75As
00As,706.1,2.527,75As
00As,883.3,2.527,75As
00As,211.1,2.527,75As
00As,713.4,2.211,75As
00As,1083.6,2.211,75As
00As,1157.3,2.211,75As
00As,1067.8,2.211,75As
00As,2211.4,1.895,75As
00As,2003.6,1.895,75As
00As,1656.9,1.895,75As
00As,1647.3,1.895,75As
00As,1106.0,1.895,75As
00As,1064.0,1.895,75As
00As,292.6,1.579,75As
00As,1282.6,1.579,75As
00As,1519.8,1.579,75As
00As,681.5,1.579,75As
00As,1597.0,1.579,75As
00As,1167.3,1.579,75As
00As,1562.5,1.264,75As
00As,657.3,1.264,75As
00As,1506.4,1.264,75As
00As,2068.7,1.264,75As
00As,2244.5,0.948,75As
00As,2180.2,0.948,75As
00As,2263.1,0.948,75As
00As,876.3,0.948,75As
00As,1582.4,0.948,75As
00As,1894.1,0.632,75As
00As,2109.0,0.632,75As
00As,1054.4,0.632,75As
00As,1676.9,0.632,75As
00Se,666.14,430.56,80Se
00Se,613.68,219.586,78Se
00Se,559.1,99.029,76Se
00Se,655.12,86.112,82Se
00Se,238.98,47.362,77Se
00Se,1449.3,40.473,80Se
00Se,694.6,34.445,78Se
00Se,1034.95,34.014,80Se
00Se,783.16,32.723,80Se
00Se,161.83,31.0,77Se
00Se,520.2,19.806,77Se
00Se,812.4,19.806,80Se
00Se,1308.27,18.514,78Se
00Se,1293.54,17.222,80Se
00Se,249.76,15.931,77Se
00Se,890.0,15.931,78Se
00Se,884.6,12.917,78Se
00Se,139.4,12.917,77Se
00Se,635.0,12.917,74Se
00Se,439.4,10.333,77Se
00Se,1207.0,9.903,80Se
00Se,1644.7,9.903,80Se
00Se,1454.9,9.042,80Se
00Se,200.4,8.611,77Se
00Se,1215.6,8.181,76Se
00Se,1959.5,7.75,80Se
00Se,1847.35,7.75,80Se
00Se,1240.0,7.32,78Se
00Se,1731.0,6.889,82Se
00Se,563.2,6.458,76Se
00Se,772.1,6.458,76Se
00Se,1080.4,6.028,82Se
00Se,755.3,6.028,Se
00Se,2050.3,6.028,Se
00Se,338.6,5.597,Se
00Se,1996.2,5.167,78Se
00Se,2160.1,5.167,80Se
00Se,1712.8,4.736,78Se
00Se,1145.0,4.736,78Se
00Se,231.6,4.306,Se
00Se,545.2,4.09,78Se
00Se,1129.2,4.09,76Se
00Se,1228.4,4.09,76Se
00Se,1894.3,3.875,78Se
00Se,1076.2,3.875,82Se
00Se,896.0,3.875,Se
00Se,1174.8,3.703,Se
00Se,792.9,3.66,Se
00Se,2357.3,3.444,Se
00Se,331.8,3.444,77Se
00Se,1199.3,3.444,78Se
00Se,1382.0,3.444,78Se
00Se,2814.9,3.229,80Se
00Se,1721.4,2.583,78Se
00Se,1437.6,2.153,Se
00Se,2458.0,2.153,Se
00Se,218.7,1.938,Se
00Se,948.4,1.938,Se
00Se,960.9,1.938,Se
00Se,1004.0,1.938,78Se
00Se,1923.4,1.722,78Se
00Se,1969.2,1.722,Se
00Se,2282.0,1.722,Se
00Se,1678.0,1.722,Se
00Se,302.7,1.292,Se
00Se,727.5,1.163,Se
00Se,1410.0,1.076,Se
00Se,709.5,1.076,Se
00Se,1828.5,0.861,Se
00Se,2343.4,0.861,Se
00Se,861.4,0.646,80Se
00Br,275.86,809.64,81Br
00Br,217.01,384.579,79Br
00Br,260.94,323.856,79Br
00Br,260.94,323.856,81Br
00Br,381.42,194.314,79Br
00Br,306.4,127.923,79Br
00Br,523.07,126.304,79Br
00Br,560.13,121.446,81Br
00Br,207.41,117.398,79Br
00Br,290.0,105.253,81Br
00Br,766.84,80.964,81Br
00Br,538.03,76.106,81Br
00Br,397.4,69.629,79Br
00Br,649.88,63.962,81Br
00Br,789.1,59.104,81Br
00Br,565.88,49.874,81Br
00Br,605.95,48.578,79Br
00Br,544.21,46.959,79Br
00Br,828.2,46.149,81Br
00Br,698.24,45.34,Br
00Br,831.9,29.957,79Br
00Br,747.31,27.528,81Br
00Br,836.0,25.099,81Br
00Br,793.38,24.289,79Br
00Br,1104.2,23.48,81Br
00Br,761.35,23.48,79Br
00Br,972.5,21.86,Br
00Br,914.84,21.374,79Br
00Br,1046.02,21.132,81Br
00Br,576.26,20.241,79Br
00Br,174.03,18.622,79Br
00Br,299.64,17.812,79Br
00Br,692.7,17.812,79Br
00Br,1190.86,17.812,79Br
00Br,1075.47,17.164,81Br
00Br,552.4,16.193,81Br
00Br,851.17,15.383,79Br
00Br,874.64,15.059,Br
00Br,571.26,12.549,81Br
00Br,990.0,12.387,Br
00Br,490.98,12.307,81Br
00Br,984.0,11.902,Br
00Br,429.75,10.525,Br
00Br,1124.17,10.525,79Br
00Br,736.8,10.363,79Br
00Br,388.9,9.878,79Br
00Br,344.3,9.716,Br
00Br,589.21,9.716,Br
00Br,906.8,9.473,79Br
00Br,991.8,9.23,Br
00Br,1131.42,9.23,79Br
00Br,234.5,8.906,Br
00Br,1265.0,8.42,81Br
00Br,1014.01,8.42,Br
00Br,532.1,8.339,79Br
00Br,525.4,8.096,79Br
00Br,945.31,7.773,Br
00Br,1213.52,7.692,79Br
00Br,223.4,7.287,81Br
00Br,238.25,7.206,79Br
00Br,582.0,7.206,Br
00Br,953.59,6.558,79Br
00Br,713.9,6.396,Br
00Br,997.55,6.153,Br
00Br,486.8,6.072,Br
00Br,640.8,5.829,Br
00Br,1332.0,5.748,79Br
00Br,1668.0,5.748,71Br
00Br,667.1,5.667,Br
00Br,484.0,5.667,Br
00Br,869.2,5.587,Br
00Br,553.9,5.506,79Br
00Br,975.1,5.425,Br
00Br,619.1,5.344,Br
00Br,1511.7,5.182,79Br
00Br,1473.0,5.101,79Br
00Br,1317.5,5.101,Br
00Br,294.2,4.858,Br
00Br,1322.0,4.696,81Br
00Br,1251.4,4.696,79Br
00Br,1004.8,4.534,Br
00Br,252.88,4.372,81Br
00Br,366.42,4.291,79Se
00Br,1635.6,4.291,Br
00Br,1689.3,4.291,71Br
00Br,716.0,4.291,Br
00Br,1720.5,4.129,Br
00Br,1430.8,4.129,79Br
00Br,678.6,4.129,Br
00Br,1089.0,4.048,Br
00Br,468.9,3.967,Br
00Br,815.8,3.967,Br
00Br,730.2,3.886,Br
00Br,863.0,3.886,79Br
00Br,1175.5,3.886,79Br
00Br,1351.5,3.805,Br
00Br,1650.5,3.481,Br
00Br,1030.5,3.481,Br
00Br,1525.1,3.4,Br
00Br,751.8,3.4,Br
00Br,1798.1,3.32,Br
00Br,1534.1,3.239,81Br
00Br,859.1,3.239,Br
00Br,457.3,3.158,81Br
00Br,1887.5,3.158,Br
00Br,684.1,3.077,Br
00Br,1115.0,3.077,79Br
00Br,809.2,2.996,79Br
00Br,660.1,2.996,Br
00Br,1392.5,2.915,81Br
00Br,1611.5,2.915,Br
00Br,1023.6,2.834,81Br
00Br,1747.0,2.753,Br
00Br,624.9,2.753,Br
00Br,1400.0,2.672,81Br
00Br,734.1,2.591,79Br
00Br,1110.0,2.591,Br
00Br,797.0,2.591,Br
00Br,1406.0,2.51,Br
00Br,1464.4,2.51,Br
00Br,1143.4,2.51,Br
00Br,1541.4,2.429,81Br
00Br,773.8,2.429,81Br
00Br,1677.4,2.348,Br
00Br,1376.9,2.267,Br
00Br,1810.7,2.186,Br
00Br,638.1,2.105,Br
00Br,895.7,2.105,Br
00Br,1273.4,2.024,Br
00Br,1310.3,2.024,81Br
00Br,656.8,2.024,Br
00Br,822.6,1.943,Br
00Br,910.7,1.943,Br
00Br,1841.9,1.862,Br
00Br,784.7,1.862,Br
00Br,1586.5,1.781,81Br
00Br,629.3,1.7,Br
00Br,1258.4,1.7,81Br
00Br,1181.3,1.7,Br
00Br,669.2,1.619,79Br
00Br,674.1,1.619,Br
00Br,632.9,1.619,Br
00Br,2067.3,1.619,Br
00Br,1147.3,1.619,Br
00Br,2023.5,1.538,Br
00Br,2040.1,1.457,Br
00Br,940.1,1.457,Br
00Br,1020.6,1.457,Br
00Br,1035.8,1.457,Br
00Br,805.9,1.376,Br
00Br,613.8,1.295,79Br
00Br,1482.8,1.295,Br
00Br,1291.6,1.295,Br
00Br,1282.1,1.295,Br
00Br,1008.7,1.295,Br
00Br,2142.4,1.295,Br
00Br,1422.2,1.214,Br
00Br,1239.4,1.214,Br
00Br,1902.8,1.214,Br
00Br,1939.5,1.214,Br
00Br,2197.0,1.053,Br
00Br,1573.5,1.053,Br
00Br,1305.0,1.053,Br
00Br,1235.2,1.053,Br
00Br,1869.9,0.972,Br
00Br,1227.6,0.972,Br
00Br,1167.6,0.972,Br
00Br,1069.9,0.972,79Br
00Br,1159.3,0.81,Br
00Br,1912.9,0.729,Br
00Br,934.9,0.729,79Br
00Br,1299.9,0.567,Br
00Rb,151.21,608.4,85Rb
00Rb,513.8,352.872,85Rb
00Rb,402.37,304.2,87Rb
00Rb,868.4,182.52,85Rb
00Rb,129.52,152.1,85Rb
00Rb,767.7,94.302,85Rb
00Rb,731.2,85.176,85Rb
00Rb,950.4,59.927,85Rb
00Rb,450.3,45.63,85Rb
00Rb,1444.5,40.154,85Rb
00Rb,919.1,39.546,85Rb
00Rb,1023.8,37.112,85Rb
00Rb,844.7,36.504,87Rb
00Rb,1389.0,31.637,87Rb
00Rb,778.4,29.812,85Rb
00Rb,1175.0,29.812,87Rb
00Rb,1175.0,29.812,85Rb
00Rb,933.8,29.203,Rb
00Rb,464.0,25.249,85Rb
00Rb,1232.5,24.944,85Rb
00Rb,555.7,20.077,Rb
00Rb,1740.4,18.86,87Rb
00Rb,575.8,16.731,85Rb
00Rb,1610.5,15.21,Rb
00Rb,761.5,14.906,Rb
00Rb,1462.8,14.906,87Rb
00Rb,1143.8,13.993,85Rb
00Rb,2012.8,12.168,87Rb
00Rb,2282.7,10.951,Rb
00Rb,1294.9,10.647,85Rb
00Rb,1850.8,10.343,Rb
00Rb,1287.6,10.343,Rb
00Rb,1569.0,10.039,Rb
00Rb,799.7,10.039,85Rb
00Rb,986.7,10.039,87Rb
00Rb,2019.5,8.518,Rb
00Rb,1337.0,8.213,87Rb
00Rb,2554.8,7.909,87Rb
00Rb,894.9,7.909,87Rb
00Rb,1999.3,7.605,Rb
00Rb,1787.5,7.301,Rb
00Rb,637.2,7.301,87Rb
00Rb,225.8,6.997,Rb
00Rb,1879.8,6.997,Rb
00Rb,2096.4,6.692,Rb
00Rb,1343.9,6.388,Rb
00Rb,2124.0,6.084,Rb
00Rb,2398.8,6.084,Rb
00Rb,2377.8,6.084,87Rb
00Rb,1630.6,6.084,Rb
00Rb,536.8,5.476,Rb
00Rb,827.2,4.867,Rb
00Rb,2255.0,4.867,Rb
00Rb,354.8,4.563,85Rb
00Rb,1781.6,4.563,Rb
00Rb,487.1,4.259,Rb
00Rb,1032.0,4.259,Rb
00Rb,1224.5,3.955,Rb
00Rb,1509.1,3.346,Rb
00Rb,615.6,3.042,Rb
00Rb,1642.1,3.042,Rb
00Rb,673.4,3.042,87Rb
00Rb,1491.4,2.738,Rb
00Rb,960.7,2.738,Rb
00Rb,2412.7,2.738,Rb
00Rb,1551.6,2.434,Rb
00Rb,996.1,2.434,Rb
00Rb,1304.7,2.434,Rb
00Rb,1370.1,1.825,Rb
00Rb,1272.2,1.825,Rb
00Rb,1897.2,1.521,Rb
00Rb,1152.9,1.521,Rb
00Sr,1836.13,257.4,88Sr
00Sr,897.95,69.498,88Sr
00Sr,1076.63,46.332,86Sr
00Sr,1799.2,14.414,88Sr
00Sr,1854.4,11.326,86Sr
00Sr,1382.5,11.326,88Sr
00Sr,2203.5,10.553,88Sr
00Sr,3486.4,7.979,88Sr
00Sr,1739.6,7.207,Sr
00Sr,777.27,6.435,86Sr
00Sr,1320.1,6.178,88Sr
00Sr,1152.7,4.633,86Sr
00Sr,1218.6,4.633,88Sr
00Sr,1228.4,4.633,87Sr
00Sr,850.7,4.633,88Sr
00Sr,792.69,4.118,84Sr
00Sr,388.6,4.118,87Sr
00Sr,3219.0,3.861,88Sr
00Sr,3011.8,3.861,Sr
00Sr,1566.5,3.604,88Sr
00Sr,1918.1,3.604,Sr
00Sr,1902.6,3.089,Sr
00Sr,2390.1,2.831,88Sr
00Sr,1719.3,2.831,88Sr
00Sr,627.1,2.574,86Sr
00Sr,2578.4,2.574,88Sr
00Sr,1889.7,2.445,Sr
00Sr,570.2,2.317,Sr
00Sr,584.0,2.317,88Sr
00Sr,483.8,2.188,87Sr
00Sr,1690.0,2.059,Sr
00Sr,1433.7,1.93,88Sr
00Sr,435.4,1.802,Sr
00Sr,763.9,1.802,Sr
00Sr,462.6,1.673,88Sr
00Sr,319.8,1.544,87Sr
00Sr,2117.6,1.03,88Sr
00Sr,1239.0,1.03,Sr
00Sr,1026.3,1.03,86Sr
00Sr,381.0,0.643,Sr
00Y,909.05,187.2,89Y
00Y,1507.57,181.584,89Y
00Y,1744.89,106.704,89Y
00Y,1621.3,24.336,89Y
00Y,1313.7,20.592,89Y
00Y,2312.5,19.469,14N
00Y,2881.4,15.163,89Y
00Y,1963.0,12.355,89Y
00Y,3067.5,10.858,89Y
00Y,1713.2,10.109,89Y
00Y,715.2,9.173,89Y
00Y,3107.5,7.862,89Y
00Y,1983.0,7.862,18O
00Y,3138.6,7.488,89Y
00Y,2542.4,7.114,89Y
00Y,1657.7,6.739,89Y
00Y,2721.0,3.931,89Y
00Y,2501.1,3.557,89Y
00Y,2493.2,2.995,89Y
00Y,2031.9,2.808,89Y
00Y,1995.5,2.434,89Y
00Y,2558.1,1.31,89Y
00Zr,934.55,117.0,92Zr
00Zr,918.79,113.49,94Zr
00Zr,2186.33,87.75,90Zr
00Zr,561.49,46.8,90Zr
00Zr,561.49,46.8,92Zr
00Zr,2318.92,23.751,90Zr
00Zr,550.98,16.497,94Zr
00Zr,381.3,15.21,94Zr
00Zr,420.0,14.04,90Zr
00Zr,1132.1,12.87,92Zr
00Zr,1466.23,12.87,91Zr
00Zr,213.8,12.285,Hf
00Zr,448.0,11.934,92Zr
00Zr,1138.6,11.232,94Zr
00Zr,1671.6,10.179,94Zr
00Zr,1750.87,8.658,96Zr
00Zr,1204.83,8.19,91Zr
00Zr,912.6,7.956,92Zr
00Zr,890.71,7.722,90Zr
00Zr,146.8,7.137,92Zr
00Zr,752.7,7.02,94Zr
00Zr,1232.66,6.669,94Zr
00Zr,1882.2,6.435,91Zr
00Zr,2131.16,5.967,91Zr
00Zr,2169.9,5.85,91Zr
00Zr,1405.3,5.616,92Zr
00Zr,1847.0,4.914,92Zr
00Zr,3308.0,4.563,90Zr
00Zr,2042.2,3.393,91Zr
00Zr,990.9,3.042,Zr
00Zr,1412.2,2.808,94Zr
00Zr,2200.4,2.574,91Zr
00Zr,331.6,2.34,90Zr
00Zr,2366.5,2.223,94Zr
00Zr,1588.6,2.223,Zr
00Zr,338.0,2.223,90Zr
00Zr,1121.9,1.872,90Zr
00Zr,1872.1,1.872,90Zr
00Zr,3841.6,1.755,90Zr
