Isotope,Energy (keV),Sigma (mb),DSigma (mb)
110Cd,1263.0,1000.0,300.0
110Cd,2016.2,1000.0,300.0
110Cd,2165.6,1000.0,300.0
110Cd,1415.3,1000.0,400.0
110Cd,2768.2,1000.0,300.0
110Cd,1551.9,960.0,190.0
110Cd,2083.1,930.0,250.0
110Cd,882.6,900.0,400.0
110Cd,1219.2,900.0,300.0
110Cd,2236.1,850.0,210.0
110Cd,2124.0,840.0,160.0
110Cd,1790.0,830.0,250.0
110Cd,2351.4,830.0,230.0
110Cd,740.8,800.0,120.0
110Cd,839.0,800.0,300.0
110Cd,1301.4,800.0,280.0
110Cd,1447.2,800.0,250.0
110Cd,1801.8,800.0,220.0
110Cd,1054.1,800.0,400.0
110Cd,2275.6,800.0,300.0
110Cd,2608.0,800.0,300.0
110Cd,1387.2,770.0,150.0
110Cd,1190.4,750.0,190.0
110Cd,1828.4,750.0,220.0
110Cd,1054.1,700.0,300.0
110Cd,1888.8,700.0,250.0
110Cd,1901.2,700.0,300.0
110Cd,993.6,700.0,300.0
110Cd,1617.5,680.0,220.0
110Cd,1500.6,670.0,200.0
110Cd,1109.0,660.0,230.0
110Cd,1667.9,660.0,160.0
110Cd,929.5,630.0,190.0
110Cd,1036.1,620.0,120.0
110Cd,1621.9,610.0,210.0
110Cd,4387.6,610.0,170.0
110Cd,587.4,600.0,150.0
110Cd,601.9,600.0,180.0
110Cd,1174.0,600.0,240.0
110Cd,1878.8,600.0,210.0
110Cd,687.1,600.0,210.0
110Cd,1860.5,560.0,220.0
110Cd,1432.3,540.0,110.0
110Cd,939.3,520.0,150.0
110Cd,1022.5,510.0,130.0
110Cd,1250.0,500.0,120.0
110Cd,666.1,500.0,180.0
110Cd,1937.9,500.0,180.0
110Cd,1343.2,480.0,190.0
110Cd,2032.8,480.0,140.0
110Cd,449.3,470.0,140.0
110Cd,426.7,460.0,140.0
110Cd,1737.3,460.0,160.0
110Cd,1392.2,430.0,90.0
110Cd,2037.9,430.0,120.0
110Cd,1930.7,420.0,160.0
110Cd,1090.4,410.0,140.0
110Cd,1155.3,410.0,150.0
110Cd,211.8,400.0,80.0
110Cd,958.0,400.0,180.0
110Cd,907.0,400.0,160.0
110Cd,2373.2,390.0,120.0
110Cd,638.7,380.0,130.0
110Cd,1990.6,370.0,130.0
110Cd,1740.0,360.0,140.0
110Cd,1483.6,360.0,150.0
110Cd,1349.3,350.0,130.0
110Cd,1575.7,350.0,120.0
110Cd,1573.7,350.0,120.0
110Cd,1384.0,350.0,90.0
110Cd,2408.2,340.0,110.0
110Cd,2426.9,310.0,80.0
110Cd,203.8,300.0,60.0
110Cd,857.8,300.0,80.0
110Cd,1983.5,300.0,110.0
110Cd,1374.6,300.0,90.0
110Cd,758.8,290.0,110.0
110Cd,1248.4,260.0,30.0
110Cd,1958.0,260.0,80.0
110Cd,1664.4,230.0,110.0
110Cd,1161.4,220.0,70.0
110Cd,892.2,210.0,80.0
110Cd,1410.5,210.0,70.0
110Cd,900.2,200.0,80.0
110Cd,1423.2,200.0,80.0
110Cd,1452.2,170.0,50.0
110Cd,1266.1,160.0,50.0
110Cd,2330.7,140.0,50.0
110Cd,942.3,120.0,40.0
110Cd,984.4,110.0,80.0
110Cd,1135.9,100.0,50.0
110Cd,1157.7,100.0,50.0
110Cd,1786.5,100.0,40.0
110Pd,5531.9,12.0,2.0
110Pd,5466.4,8.5,2.1
110Pd,312.0,4.3,0.9
110Pd,191.12,3.9,1.1
110Pd,122.8,2.5,1.5
110Pd,195.0,2.2,1.1
110Pd,258.89,1.8,0.8
110Pd,72.0,1.5,0.4
110Pd,189.2,1.3,0.0
110Pd,187.1,0.8,0.0
111Cd,617.54,2900.0,400.0
111Cd,851.2,221.0,6.0
111Cd,798.07,177.0,6.0
111Cd,606.85,153.0,6.0
111Cd,1468.87,130.0,3.0
113Cd,558.32,1860000.0,30000.0
113Cd,651.19,358000.0,5000.0
113Cd,805.85,134000.0,1800.0
113Cd,1364.3,123000.0,2100.0
113Cd,1209.65,122000.0,1900.0
113Cd,576.04,107000.0,1700.0
113Cd,725.19,107000.0,1300.0
113Cd,1399.54,97700.0,1500.0
113Cd,2455.93,87300.0,1800.0
113Cd,5824.31,69100.0,1800.0
113Cd,1489.53,68500.0,1100.0
113Cd,1660.36,66700.0,1300.0
113Cd,2659.96,64000.0,1500.0
113Cd,1283.45,47500.0,900.0
113Cd,2550.3,38700.0,1100.0
113Cd,748.04,37000.0,3000.0
113Cd,654.47,34100.0,900.0
113Cd,648.79,34100.0,900.0
113Cd,1300.98,31100.0,1100.0
113Cd,1370.55,30200.0,900.0
113Cd,707.39,29300.0,500.0
113Cd,2999.69,29100.0,1400.0
113Cd,3109.08,28600.0,1200.0
113Cd,2799.98,27600.0,900.0
113Cd,1826.19,25200.0,700.0
113Cd,2102.39,24000.0,900.0
113Cd,2767.67,22400.0,1300.0
113Cd,2398.27,22400.0,800.0
113Cd,95.88,21200.0,600.0
113Cd,5934.39,19300.0,1000.0
113Cd,3218.96,19000.0,900.0
113Cd,5784.39,18500.0,1100.0
113Cd,7678.59,17000.0,900.0
113Cd,1879.06,16500.0,800.0
113Cd,2394.68,16500.0,800.0
113Cd,2649.63,16200.0,1000.0
113Cd,6823.87,16000.0,900.0
113Cd,2078.14,15500.0,1100.0
113Cd,2230.1,15500.0,900.0
113Cd,722.92,15300.0,800.0
113Cd,2811.1,15300.0,800.0
113Cd,2253.18,15000.0,900.0
113Cd,3052.09,15000.0,900.0
113Cd,1646.24,14500.0,600.0
113Cd,2208.99,14000.0,900.0
113Cd,2699.55,13900.0,900.0
113Cd,74.95,12300.0,500.0
113Cd,477.56,12100.0,400.0
113Cd,8484.6,11900.0,600.0
113Cd,803.42,11700.0,500.0
113Cd,994.63,11600.0,600.0
113Cd,2191.08,11200.0,600.0
113Cd,920.78,11100.0,500.0
113Cd,1995.43,10700.0,600.0
113Cd,522.44,10600.0,500.0
113Cd,6605.4,10600.0,800.0
113Cd,5943.9,10000.0,800.0
113Cd,746.47,9500.0,400.0
113Cd,2022.38,9500.0,600.0
113Cd,7737.53,8800.0,600.0
113Cd,742.54,8700.0,400.0
113Cd,2598.63,8400.0,700.0
113Cd,839.63,8100.0,600.0
113Cd,1315.53,8100.0,600.0
113Cd,536.26,7700.0,500.0
113Cd,9042.9,7700.0,500.0
113Cd,1161.23,7500.0,400.0
113Cd,1261.04,7300.0,600.0
113Cd,2047.58,7200.0,700.0
113Cd,7833.5,7200.0,600.0
113Cd,2141.6,7000.0,800.0
113Cd,6587.2,7000.0,700.0
113Cd,1219.53,6900.0,700.0
113Cd,580.45,6300.0,700.0
113Cd,2241.8,6200.0,700.0
113Cd,1176.88,6100.0,400.0
113Cd,1286.35,5600.0,400.0
113Cd,6462.7,5400.0,700.0
113Cd,1652.1,5100.0,600.0
113Cd,367.8,5000.0,600.0
113Cd,5837.1,5000.0,600.0
113Cd,2248.0,4900.0,700.0
113Cd,1107.49,4600.0,300.0
113Cd,801.05,4500.0,400.0
113Cd,1966.8,4300.0,900.0
113Cd,6231.3,4300.0,1300.0
113Cd,3077.7,4200.0,700.0
113Cd,1899.98,4200.0,600.0
113Cd,1014.66,4000.0,300.0
113Cd,2788.7,4000.0,700.0
113Cd,1416.65,4000.0,500.0
113Cd,596.33,3900.0,400.0
113Cd,567.4,3900.0,600.0
113Cd,1447.9,3900.0,700.0
113Cd,2442.1,3800.0,800.0
113Cd,6518.4,3800.0,500.0
113Cd,5990.2,3600.0,500.0
113Cd,5885.1,3400.0,500.0
113Cd,6995.0,3300.0,500.0
113Cd,1522.89,3200.0,500.0
113Cd,448.51,3100.0,400.0
113Cd,986.95,3100.0,500.0
113Cd,999.54,3100.0,600.0
113Cd,229.89,2910.0,160.0
113Cd,1853.8,2900.0,600.0
113Cd,6044.3,2900.0,500.0
113Cd,854.18,2800.0,300.0
113Cd,6382.5,2600.0,500.0
113Cd,862.33,2400.0,300.0
113Cd,593.45,2200.0,300.0
113Cd,1247.7,2200.0,500.0
113Cd,2199.1,2100.0,600.0
113Cd,942.48,2000.0,400.0
113Cd,532.6,2000.0,400.0
113Cd,426.52,1960.0,220.0
113Cd,632.17,1900.0,400.0
113Cd,868.27,1800.0,300.0
113Cd,1091.84,1800.0,300.0
113Cd,6254.5,1800.0,700.0
113Cd,474.4,1500.0,300.0
113Cd,495.35,1430.0,170.0
113Cd,622.0,1400.0,400.0
113Cd,600.9,1400.0,400.0
113Cd,90.1,1300.0,400.0
113Cd,1426.0,1300.0,600.0
113Cd,419.98,1150.0,220.0
113Cd,205.04,910.0,230.0
113Cd,659.5,900.0,500.0
113Cd,665.4,900.0,600.0
113Cd,873.3,900.0,300.0
113Cd,6394.8,800.0,400.0
113Cd,7200.2,800.0,300.0
113Cd,225.77,550.0,180.0
113Cd,200.7,340.0,220.0
113In,287.726,200.0,50.0
113In,306.6,130.0,50.0
113In,121.978,100.0,30.0
113In,340.251,89.0,25.0
113In,139.34,65.0,18.0
113In,306.86,62.0,18.0
113In,276.121,36.0,11.0
113In,693.39,34.0,9.0
113In,147.308,34.0,9.0
113In,34.357,25.0,9.0
113In,38.141,25.0,9.0
113In,825.82,22.0,7.0
113In,774.94,20.0,5.0
113In,917.71,20.0,7.0
113In,451.428,18.0,5.0
113In,472.4,12.0,4.0
113In,502.51,12.0,4.0
113In,322.19,11.0,3.0
113In,841.64,11.0,5.0
113In,412.55,10.0,3.0
113In,377.65,10.0,3.0
113In,196.438,10.0,3.0
113In,913.92,10.0,3.0
113In,437.16,9.0,3.0
113In,719.41,9.0,3.0
113In,570.94,9.0,3.0
113In,538.1,8.0,3.0
113In,261.55,8.0,3.0
113In,156.43,8.0,2.4
113In,435.36,7.6,2.5
113In,92.833,7.2,2.2
113In,312.92,6.7,2.0
113In,6254.28,6.5,1.8
113In,30.739,6.2,0.9
113In,150.1,6.0,2.2
113In,105.425,5.6,1.6
113In,310.55,5.6,1.8
113In,792.85,5.6,1.8
113In,729.16,5.6,2.0
113In,797.57,5.4,2.0
113In,724.89,5.3,1.8
113In,843.1,5.3,2.5
113In,813.06,5.1000000000000005,2.5
113In,527.53,5.1000000000000005,1.6
113In,872.38,5.0,3.0
113In,547.66,4.5,2.2
113In,857.29,4.5,1.4
113In,506.2,4.3,2.0
113In,693.2,4.3,1.8
113In,986.95,4.3,1.6
113In,503.86,4.2,1.8
113In,487.559,4.2,1.3
113In,222.2,4.2,1.3
113In,508.25,4.2,2.2
113In,468.42,4.2,1.4
113In,314.22,4.2,1.6
113In,652.6,4.0,1.4
113In,1204.08,4.0,1.6
113In,1204.53,4.0,1.6
113In,577.72,3.8,1.3
113In,632.73,3.8,1.4
113In,558.62,3.6,1.4
113In,1033.44,3.4,1.4
113In,391.39,3.3,1.1
113In,338.8,3.3,2.2
113In,336.43,3.3,1.1
113In,363.16,3.3,1.1
113In,474.03,3.3,1.8
113In,365.89,3.3,1.1
113In,618.54,3.3,1.4
113In,648.34,3.3,1.3
113In,434.69,3.1,1.6
113In,1083.14,3.1,1.3
113In,1196.37,3.1,1.4
113In,357.31,2.9,0.9
113In,334.06,2.9,0.9
113In,275.96,2.9,1.4
113In,983.39,2.9,1.3
113In,627.78,2.9,1.3
113In,679.45,2.9,0.9
113In,6002.54,2.9,0.9
113In,351.89,2.7,0.9
113In,780.1,2.7,1.1
113In,6437.88,2.7,0.7
113In,921.42,2.5,1.1
113In,934.47,2.5,1.3
113In,1155.5,2.5,1.1
113In,665.93,2.5,0.9
113In,875.36,2.5,1.6
113In,676.19,2.5,0.9
113In,615.52,2.5,1.1
113In,158.09,2.5,0.9
113In,1173.34,2.5,1.1
113In,544.47,2.5,0.9
113In,574.7,2.4,1.1
113In,375.02,2.4,1.3
113In,231.46,2.2,0.7
113In,261.32,2.2,1.6
113In,645.46,2.2,1.4
113In,688.67,2.2,0.9
113In,546.23,2.2,1.3
113In,670.22,2.2,0.9
113In,6577.21,2.2,0.7
113In,243.31,2.0,0.7
113In,658.7,2.0,0.9
113In,521.37,2.0,1.1
113In,541.9,2.0,1.1
113In,65.232,2.0,0.5
113In,1235.27,2.0,1.1
113In,6074.74,2.0,0.9
113In,384.14,1.8,0.9
113In,319.75,1.8,1.1
113In,337.26,1.8,1.1
113In,473.47,1.8,1.1
113In,607.76,1.8,0.7
113In,759.21,1.8,0.9
113In,740.91,1.8,0.9
113In,1355.63,1.8,0.9
113In,5814.3,1.8,0.5
113In,139.782,1.6,1.1
113In,405.66,1.6,0.5
113In,782.32,1.6,0.7
113In,444.99,1.6,0.7
113In,979.58,1.6,0.7
113In,166.72,1.6,0.5
113In,1113.88,1.6,0.9
113In,536.65,1.6,1.1
113In,737.5,1.6,0.7
113In,296.95,1.6,0.5
113In,1349.01,1.6,0.9
113In,451.9,1.6,0.7
113In,708.81,1.6,0.7
113In,730.87,1.4,0.5
113In,890.68,1.4,1.1
113In,641.59,1.4,0.7
113In,701.77,1.4,0.5
113In,426.36,1.4,0.7
113In,267.34,1.4,0.7
113In,399.53,1.4,0.5
113In,749.5,1.4,0.7
113In,6072.01,1.4,0.7
113In,506.12,1.3,0.7
113In,403.09,1.3,0.5
113In,610.78,1.3,0.5
113In,624.76,1.3,0.5
113In,568.55,1.3,0.5
113In,928.7,1.3,0.7
113In,236.85,1.2,0.4
113In,252.52,1.2,0.4
113In,109.66,1.1,0.4
113In,344.06,1.1,0.5
113In,583.32,1.1,0.5
113In,595.97,1.1,0.4
113In,6210.98,1.1,0.3
113In,599.75,1.0,0.4
113In,5728.3,1.0,0.3
113In,5715.9,0.91,0.25
113In,67.28,0.9,0.5
113In,93.648,0.9,0.3
113In,866.8,0.9,0.5
113In,807.02,0.9,0.5
113In,476.18,0.9,0.5
113In,683.96,0.9,0.5
113In,851.87,0.9,0.5
113In,5937.1,0.9,0.3
113In,6134.91,0.9,0.3
113In,6776.46,0.9,0.3
113In,6236.81,0.85,0.25
113In,244.39,0.8,0.4
113In,588.65,0.8,0.5
113In,673.0,0.8,0.4
113In,255.69,0.8,0.4
113In,5532.7,0.8,0.24000000000000002
113In,6118.15,0.7200000000000001,0.22
113In,475.38,0.7,0.5
113In,192.77,0.7,0.3
113In,256.91,0.7,0.3
113In,565.52,0.7,0.3
113In,948.85,0.7,0.5
113In,249.26,0.7,0.3
113In,6228.84,0.7,0.7
113In,5578.1,0.69,0.22
113In,5697.01,0.65,0.2
113In,5924.65,0.62,0.2
113In,45.78,0.6,0.3
113In,97.21,0.6,0.3
113In,59.58,0.6,0.3
113In,193.99,0.6,0.3
113In,238.87,0.6,0.3
113In,151.1,0.6,0.3
113In,5478.8,0.6,0.2
113In,5747.8,0.6,0.2
113In,5879.29,0.58,0.18000000000000002
113In,200.6,0.54,0.25
113In,6110.57,0.54,0.2
113In,5446.0,0.51,0.13999999999999999
113In,232.81,0.5,0.4
113In,108.37,0.49,0.24000000000000002
113In,73.2,0.49,0.24000000000000002
113In,6545.01,0.49,0.18000000000000002
113In,5870.3,0.45,0.13999999999999999
113In,7052.57,0.45,0.16
113In,199.26,0.4,0.22
113In,125.07,0.4,0.22
113In,87.2,0.4,0.22
113In,5952.49,0.4,0.16
113In,5622.0,0.38,0.12999999999999998
113In,5676.1,0.36000000000000004,0.12999999999999998
113In,5827.0,0.36000000000000004,0.13999999999999999
113In,101.91,0.34,0.13999999999999999
113In,5848.1,0.33,0.12999999999999998
113In,6270.29,0.33,0.12999999999999998
113In,132.43,0.29,0.12999999999999998
113In,226.92,0.29,0.22
113In,136.25,0.29,0.22
113In,6304.36,0.29,0.12999999999999998
113In,7083.3,0.29,0.11
113In,6161.93,0.25,0.16
113In,5594.8,0.22,0.09000000000000001
113In,5668.2,0.22,0.09000000000000001
113In,5789.57,0.22,0.11
113In,182.84,0.2,0.11
113In,133.05,0.2,0.11
113In,5544.1,0.2,0.09000000000000001
113In,5961.73,0.2,0.11
113In,5969.49,0.2,0.11
113In,5563.1,0.16,0.06999999999999999
113In,5688.4,0.16,0.09000000000000001
113In,5742.1,0.13999999999999999,0.09000000000000001
113In,6699.18,0.12999999999999998,0.09000000000000001
115In,272.966,33100.0,2400.0
115In,186.21,26600.0,1800.0
115In,96.062,24600.0,1800.0
115In,85.569,22100.0,1600.0
115In,60.916,15800.0,1100.0
115In,385.111,12100.0,900.0
115In,96.036,11400.0,1400.0
115In,298.664,9400.0,700.0
115In,335.45,9100.0,700.0
115In,22.796,7000.0,3000.0
115In,433.723,6000.0,400.0
115In,235.275,4900.0,300.0
115In,556.845,4700.0,300.0
115In,284.914,4500.0,300.0
115In,471.349,4300.0,300.0
115In,173.886,4100.0,300.0
115In,126.372,4000.0,300.0
115In,608.422,3510.0,250.0
115In,171.059,3440.0,250.0
115In,492.532,3310.0,240.0
115In,518.119,3150.0,220.0
115In,384.421,2900.0,700.0
115In,295.515,2860.0,200.0
115In,602.36,2860.0,200.0
115In,517.957,2800.0,400.0
115In,202.602,2700.0,200.0
115In,375.969,2660.0,200.0
115In,141.17,2630.0,180.0
115In,819.04,2590.0,180.0
115In,290.952,2550.0,180.0
115In,337.687,2520.0,180.0
115In,155.272,2480.0,180.0
115In,320.895,2300.0,160.0
115In,847.54,2150.0,160.0
115In,5891.89,2100.0,140.0
115In,548.72,2009.9999999999998,140.0
115In,521.501,1970.0,140.0
115In,577.523,1920.0,140.0
115In,475.906,1880.0,130.0
115In,693.29,1830.0,130.0
115In,422.213,1700.0,130.0
115In,634.288,1680.0,130.0
115In,556.169,1600.0,900.0
115In,140.456,1580.0,110.0
115In,633.74,1540.0,110.0
115In,771.01,1520.0,110.0
115In,657.084,1520.0,110.0
115In,112.454,1380.0,90.0
115In,293.644,1380.0,110.0
115In,792.16,1340.0,90.0
115In,84.308,1320.0,90.0
115In,305.108,1300.0,90.0
115In,647.72,1180.0,90.0
115In,175.066,1120.0,70.0
115In,159.932,1070.0,70.0
115In,95.38,1000.0,400.0
115In,567.596,940.0,70.0
115In,992.1,910.0,70.0
115In,196.738,890.0,70.0
115In,5333.54,890.0,70.0
115In,560.095,850.0,50.0
115In,622.57,830.0,50.0
115In,490.374,800.0,110.0
115In,234.618,710.0,250.0
115In,746.978,710.0,50.0
115In,321.653,700.0,300.0
115In,555.47,700.0,500.0
115In,315.053,690.0,50.0
115In,410.433,690.0,50.0
115In,149.67,690.0,50.0
115In,163.802,670.0,50.0
115In,497.67,670.0,50.0
115In,213.625,640.0,50.0
115In,489.314,630.0,50.0
115In,540.382,600.0,40.0
115In,515.661,600.0,40.0
115In,318.48,600.0,40.0
115In,443.229,580.0,40.0
115In,364.995,530.0,40.0
115In,5410.56,530.0,40.0
115In,267.96,520.0,40.0
115In,396.496,510.0,40.0
115In,5358.9,510.0,40.0
115In,339.15,470.0,110.0
115In,114.997,470.0,30.0
115In,654.95,470.0,30.0
115In,300.388,450.0,30.0
115In,662.115,440.0,30.0
115In,240.3,440.0,30.0
115In,807.897,440.0,30.0
115In,76.758,410.0,30.0
115In,293.393,400.0,160.0
115In,706.21,400.0,90.0
115In,447.531,390.0,30.0
115In,393.09,390.0,30.0
115In,373.149,380.0,30.0
115In,499.875,370.0,30.0
115In,5347.4,362.0,25.0
115In,387.636,344.0,25.0
115In,896.06,320.0,24.0
115In,5769.07,302.0,22.0
115In,335.816,300.0,300.0
115In,394.338,293.0,22.0
115In,468.64,290.0,70.0
115In,156.957,282.0,20.0
115In,246.105,281.0,20.0
115In,586.43,272.0,20.0
115In,202.156,270.0,90.0
115In,5499.7,255.0,18.0
115In,112.081,240.0,90.0
115In,515.89,240.0,200.0
115In,5482.4,235.0,16.0
115In,217.877,228.0,16.0
115In,617.562,224.0,16.0
115In,299.211,220.0,160.0
115In,5580.18,220.0,50.0
115In,82.312,215.0,16.0
115In,222.61,215.0,16.0
115In,225.478,194.0,14.0
115In,146.524,190.0,14.0
115In,101.175,181.0,13.0
115In,42.172,174.0,13.0
115In,5811.9,163.0,11.0
115In,521.66,160.0,110.0
115In,180.926,160.0,40.0
115In,6411.16,150.0,40.0
115In,44.987,145.0,11.0
115In,5571.11,140.0,30.0
115Sn,1293.591,134.0,2.1
115In,6325.59,120.0,30.0
115In,368.55,118.0,9.0
115In,132.847,116.0,9.0
115In,243.16,110.0,40.0
115In,252.71,100.0,40.0
115In,5776.9,100.0,30.0
115In,5731.92,92.0,24.0
115In,5753.34,92.0,24.0
115In,230.34,90.0,50.0
115In,402.55,90.0,50.0
115In,6135.62,89.0,22.0
115In,6229.56,85.0,22.0
115In,5442.8,74.0,20.0
115In,6048.86,72.0,20.0
115In,5835.25,71.0,18.0
115In,143.7,65.0,5.0
115In,90.148,60.0,30.0
115In,5713.7,49.0,14.0
115In,5384.8,38.0,14.0
115In,6126.47,27.0,7.0
115In,5703.05,25.0,9.0
115In,5993.63,25.0,9.0
115In,6561.19,25.0,7.0
115In,5617.53,24.0,7.0
115In,5662.6,24.0,9.0
115In,5532.1,18.0,9.0
115In,5596.6,16.0,7.0
115In,5688.6,16.0,9.0
115Sn,972.619,15.8,0.5
115Sn,2112.302,15.2,0.5
115Sn,463.242,12.8,0.3
115Sn,818.721,12.8,0.4
115Sn,931.819,11.1,0.3
115In,6471.05,11.0,4.0
115Sn,733.89,9.25,0.21000000000000002
115Sn,2225.4,8.200000000000001,0.5
115Sn,1356.846,7.5,0.3
115In,6276.29,7.0,4.0
115Sn,3333.75,6.1000000000000005,0.5
115Sn,1291.99,5.0,1.0
115Sn,4780.1,4.8,0.5
115Sn,2585.57,4.7,0.4
115Sn,5361.91,4.3,0.4
115Sn,1097.323,3.9,0.5
115Sn,1252.119,3.48,0.19
115Sn,2843.82,3.2,0.4
115Sn,4695.8,3.1,0.3
115Sn,2244.19,2.9,1.0
115Sn,1934.93,2.7,0.4
115Sn,2907.53,2.7,0.5
115Sn,1886.09,2.6,0.3
115Sn,416.99,2.5100000000000002,0.11
115Sn,1900.72,2.5,0.3
115Sn,2050.76,2.5,0.4
115Sn,2985.0,2.5,0.8
115Sn,2707.43,2.4,0.6
115Sn,2960.03,2.3,0.3
115Sn,6335.3,2.3,0.3
115Sn,5904.65,2.2300000000000004,0.17
115Sn,1202.7,2.2,0.3
115Sn,3658.3,2.2,0.4
115Sn,2148.03,2.1,0.4
115Sn,1650.72,2.1,0.3
115Sn,5562.35,2.1,0.5
115Sn,5449.51,1.91,0.19
115Sn,2220.0,1.9,0.5
115Sn,5423.57,1.88,0.21000000000000002
115Sn,3088.55,1.84,0.19
115Sn,2211.69,1.8,0.6
115Sn,1550.71,1.7,0.16
115Sn,1702.67,1.6900000000000002,0.17
115Sn,4013.0,1.6900000000000002,0.16
115Sn,6603.27,1.6800000000000002,0.19
115Sn,4809.43,1.65,0.16
115Sn,1200.56,1.63,0.22
115Sn,2077.8,1.6,0.6
115Sn,1975.73,1.6,0.3
115Sn,5173.5,1.6,0.4
115Sn,3330.6,1.6,0.5
115Sn,6229.57,1.59,0.16
115Sn,1118.95,1.55,0.22
115Sn,1711.17,1.51,0.19
115Sn,1115.15,1.5,0.16
115Sn,4392.56,1.48,0.16
115Sn,1546.4,1.4,0.15
115Sn,1926.02,1.4,0.6
115Sn,6335.89,1.4,0.3
115Sn,7450.97,1.3699999999999999,0.13999999999999999
115Sn,1666.46,1.3,0.12000000000000001
115Sn,2021.41,1.3,0.3
115Sn,4441.72,1.3,0.5
115Sn,3856.0,1.2,0.6
115Sn,4914.24,1.1800000000000002,0.17
115Sn,1496.95,1.13,0.21000000000000002
115Sn,4128.15,1.1199999999999999,0.16
115Sn,4701.9,1.1199999999999999,0.13999999999999999
115Sn,1507.75,1.1,0.3
115Sn,3711.85,1.1,0.3
115Sn,4181.1,1.1,0.3
115Sn,4768.63,1.1,0.3
115Sn,2357.03,1.09,0.21000000000000002
115Sn,5083.23,1.08,0.12999999999999998
115Sn,3403.88,1.07,0.12999999999999998
115Sn,1877.39,1.05,0.12999999999999998
115Sn,4449.27,1.0399999999999998,0.12999999999999998
115Sn,7017.59,1.03,0.12000000000000001
115Sn,3132.7,1.02,0.23
115Sn,5550.33,1.02,0.12999999999999998
115Sn,1550.25,1.0,0.4
115Sn,2051.1,1.0,0.4
115Sn,2528.56,1.0,0.4
115Sn,3094.96,1.0,0.4
115Sn,1123.69,0.9700000000000001,0.12999999999999998
115Sn,4865.9,0.95,0.09000000000000001
115Sn,355.481,0.91,0.05
115Sn,4649.09,0.91,0.21000000000000002
115Sn,1089.6,0.9,0.3
115Sn,1474.34,0.9,0.3
115Sn,3309.28,0.9,0.3
115Sn,4113.82,0.87,0.12000000000000001
115Sn,1976.07,0.86,0.22
115Sn,4473.54,0.85,0.12999999999999998
115Sn,1150.34,0.8400000000000001,0.11
115Sn,360.175,0.83,0.05
115Sn,3658.67,0.82,0.2
115Sn,2868.82,0.82,0.22
115Sn,3968.04,0.82,0.15
115Sn,1161.7,0.8,0.3
115Sn,2917.96,0.8,0.5
115Sn,2945.01,0.8,0.3
115Sn,1586.45,0.8,0.6
115Sn,3186.55,0.8,0.6
115Sn,3548.14,0.8,0.3
115Sn,4601.0,0.8,0.5
115Sn,4293.2,0.8,0.5
115Sn,678.24,0.79,0.11
115Sn,2754.76,0.78,0.16
115Sn,4548.33,0.7699999999999999,0.23
115Sn,3573.99,0.7699999999999999,0.16
115Sn,5324.77,0.73,0.09000000000000001
115Sn,2652.2,0.7200000000000001,0.18000000000000002
115Sn,4374.04,0.7200000000000001,0.16
115Sn,4482.97,0.71,0.12999999999999998
115Sn,1942.4,0.7,0.4
115Sn,2122.3,0.7,0.3
115Sn,1576.85,0.7,0.3
115Sn,840.18,0.7,0.4
115Sn,4251.64,0.7,0.3
115Sn,6093.69,0.7,0.16
115Sn,1078.15,0.68,0.23
115Sn,3099.01,0.68,0.25
115Sn,4269.14,0.68,0.23
115Sn,3500.95,0.68,0.21000000000000002
115Sn,5216.83,0.68,0.15
115Sn,4091.45,0.67,0.12999999999999998
115Sn,1794.98,0.66,0.08
115Sn,7337.88,0.66,0.08
115Sn,2279.16,0.64,0.12999999999999998
115Sn,4101.8,0.64,0.08
115Sn,4422.8,0.63,0.2
115Sn,3157.9,0.63,0.25
115Sn,4960.35,0.62,0.13999999999999999
115Sn,6054.98,0.62,0.1
115Sn,4925.83,0.61,0.09000000000000001
115Sn,650.48,0.6,0.3
115Sn,1731.31,0.6,0.4
115Sn,1551.04,0.6,0.4
115Sn,5170.78,0.6,0.4
115Sn,2176.07,0.5900000000000001,0.11
115Sn,4026.65,0.5900000000000001,0.09000000000000001
115Sn,4410.89,0.5900000000000001,0.21000000000000002
115Sn,4064.5,0.5900000000000001,0.12999999999999998
115Sn,4306.63,0.5900000000000001,0.13999999999999999
115Sn,4136.0,0.5900000000000001,0.19
115Sn,5015.01,0.58,0.15
115Sn,3632.28,0.57,0.06999999999999999
115Sn,4877.05,0.5599999999999999,0.16
115Sn,1244.26,0.55,0.060000000000000005
115Sn,2650.42,0.54,0.09000000000000001
115Sn,830.97,0.54,0.060000000000000005
115Sn,3776.69,0.54,0.12999999999999998
115Sn,3805.93,0.54,0.12999999999999998
115Sn,2550.02,0.54,0.09000000000000001
115Sn,3903.54,0.54,0.15
115Sn,4200.01,0.54,0.12999999999999998
115Sn,2977.18,0.53,0.15
115Sn,1935.27,0.5199999999999999,0.12999999999999998
115Sn,4675.3,0.51,0.1
115Sn,4979.44,0.51,0.1
115Sn,3513.57,0.5,0.18000000000000002
115Sn,3586.61,0.5,0.16
115Sn,2743.77,0.5,0.2
115Sn,4511.54,0.5,0.17
115Sn,4161.83,0.5,0.3
115Sn,5646.44,0.5,0.17
115Sn,868.05,0.49,0.08
115Sn,1615.9,0.48000000000000004,0.1
115Sn,3127.43,0.48000000000000004,0.18000000000000002
115Sn,1752.79,0.47,0.21000000000000002
115Sn,791.75,0.47,0.06999999999999999
